id,merged_title,merged_course_id,category,category_id,required_course1,required_course2,required_course3
1099,Water and Wastewater Treatment Engineering: Biochemical Technology,course-v1:TsinghuaX+40050455.2x+1T2017,工程,9,349,988,436
1100,Water and Wastewater Treatment Engineering: Physicochemical Technology,course-v1:TsinghuaX+40050455x+1T2017,工程,9,349,882,988
1101,Web Security Fundamentals,course-v1:KULeuvenX+WEBSECx+3T2017,计算机,22,898,1114,898
1102,Web 开发技术,course-v1:ChongqingUniversity+SE31107+2016_T1,计算机,22,1144,1582,2392
1103,Web前端攻城狮,course-v1:TsinghuaX+44100343X+2017_T2,计算机,22,1617,1432,624
1104,Well and Able - Improving the Physical Health of People with Intellectual Disability,course-v1:UQx+ABLE201x+3T2016,医学·健康,4,0,0,0
1105,Western Civilization: Ancient and Medieval Europe,course-v1:ASUx+HST102x+2177A,历史,5,0,0,0
1106,What Now? Emerging Technologies and Their Practical Application in K12 Teaching and Learning.,course-v1:UTArlingtonX+EdTech101x+1T2017,教育,12,0,0,0
1107,Will China Rise as a Disruptive Force? The Insiders’ Perspective,course-v1:TsinghuaX+THU00022X+1T2017,其他,1,0,0,0
1108,Windows 10 Features for a Mobile Workforce: Configuring Additional Resources,course-v1:Microsoft+INF206x+1T2017,计算机,22,1109,0,0
1109,Windows 10 Features for a Mobile Workforce: Identity Management and Data Access,course-v1:Microsoft+INF203x+1T2017,计算机,22,724,66,1015
1110,Windows 10 Features for a Mobile Workforce: Managing and Maintaining Devices in the Enterprise,course-v1:Microsoft+INF205x+1T2017,计算机,22,1109,0,0
1111,Windows 10 Features for a Mobile Workforce: Windows and Devices in the Enterprise,course-v1:Microsoft+INF204x+1T2017,计算机,22,1110,0,0
1112,Windows PowerShell Basics,course-v1:Microsoft+INF210x+1T2017,计算机,22,796,671,832
1113,Windows Server 2016 Active Directory Services,course-v1:Microsoft+INF212x+2T2017,计算机,22,0,0,0
1114,Windows Server 2016 Networking,course-v1:Microsoft+INF214x+2T2017,计算机,22,1106,1111,643
1115,Windows Server 2016 Storage Fundamentals,course-v1:Microsoft+INF213x+2T2017,计算机,22,1106,1111,643
1116,Windows Server 2016 Virtualization,course-v1:Microsoft+INF215x+2T2017,计算机,22,457,1111,1110
1117,Windows Server 2016: Infrastructure,course-v1:Microsoft+INF211x+1T2017,计算机,22,1116,0,0
1118,Windows及其应用,course-v1:ZK+02136+J,计算机,22,1117,0,0
1119,Women Have Always Worked: The U.S. Experience 1700 – 1920,course-v1:ColumbiaX+WHAW1.1x+3T2016,社科·法律,19,898,1114,898
1120,Women Have Always Worked: The U.S. Experience 1920 – 2016,course-v1:ColumbiaX+WHAW1.2x+1T2017,社科·法律,19,1119,1114,898
1121,Working in Teams: A Practical Guide,course-v1:UQx+Teams101x+1T2017,经管·会计,20,0,0,0
1122,World of Wine: From Grape to Glass,course-v1:AdelaideX+Wine101x+2T2016,医学·健康,4,0,0,0
1123,Writing Presenting and Submitting Scientific Papers in English,course-v1:TsinghuaX+60250101+1T2017,外语,7,0,0,0
1124,You Can Innovate: User Innovation & Entrepreneurship,course-v1:MITx+Bootcamp0+2T2017,经管·会计,20,0,0,0
1125,阿富汗战争简介,course-v1:TsinghuaX+02090091X_p7+sp,其他,1,1785,1962,1179
1126,爱与正义: 法律与文学导读,course-v1:CQU+TSJYHG00023+2017_T1,文学,14,0,0,0
1127,安全教育,course-v1:CPVS+CPVS_AQJY001+2017_T2,教育,12,0,0,0
1128,柏拉图《理想国》导读,course-v1:CQU+TSJYHG00021+2017_T1,哲学,6,0,0,0
1129,办公区打印机卡纸维修教程,course-v1:zhongrongxin+fw008+2016_7,其他,1,0,0,0
1130,办公区小屏打印机扫描及U盘打印使用教程,course-v1:zhongrongxin+fw009+2016_7,其他,1,1129,0,0
1131,办公区液晶触摸打印机扫描及U盘打印使用教程,course-v1:zhongrongxin+fw010+2016_7,其他,1,1130,0,0
1132,半导体元件物理,course-v1:NCTU+nctucmpsd+sp,电子,18,0,0,0
1133,宝玉石合成与优化处理及鉴别技术,course-v1:shanghaimooc+TJ28042+2016_T1,艺术·设计,21,0,0,0
1134,宝玉石鉴定方法,course-v1:shanghaimooc+TJ28056+2016_T1,艺术·设计,21,1133,0,0
1135,宝玉石鉴赏,course-v1:365dx+047+2017_T1,艺术·设计,21,1134,0,0
1136,保险学,course-v1:hubeiuniversityofeconomics+ZB1605+2015_T1,社科·法律,19,1628,0,0
1137,北京的文学写作与记忆,course-v1:SCU+00011142_p1+sp,文学,14,0,0,0
1138,北京银行组合贷流程及备件,course-v1:zhongrongxin+jbqy001+2016_7,教育,12,0,0,0
1139,北师大2016年立项研究生课程微视频展示,course-v1:beishidayanjiushengyuan+20170612+2017nianduchunjixueqi,教育,12,0,0,0
1140,比较宪法,course-v1:TsinghuaX+80660913X+2017_T2,社科·法律,19,0,0,0
1141,辩论基础: 逻辑推演与政策分析,course-v1:CQU+TSJYSSG00030+2017_T1,教育,12,0,0,0
1142,标准美语从头学,course-v1:UniversityX+EN101+2016-T1,外语,7,0,0,0
1143,冰壶,course-v1:HIT+HIT2016001_p1+sp,其他,1,0,0,0
1144,并购中的规则: 治理、法律、法规,course-v1:ThtfSEM+THTF_6_01+2015_08,经管·会计,20,0,0,0
1145,并购中的竞争与整合,course-v1:ThtfSEM+THTF_6_02+2015_09,经管·会计,20,0,0,0
1146,波动光学,course-v1:TsinghuaX+30130503X+2016_T2,物理,15,1887,1792,1727
1147,不朽的艺术: 走进大师与经典,course-v1:TsinghuaX+SYBXYS001+2015_T2,历史,5,2496,0,2173
1148,不朽的艺术-保山学院-期末考试,course-v1:yunnan_bsxy+ks_7+2017_T1,历史,5,1147,0,0
1149,材料科学基础,course-v1:SDJTU+070866+2017T2,工程,9,1151,0,0
1150,材料科学与人类文明,course-v1:CQU+TSJYSTG00005+2017_T1,工程,9,1149,1151,0
1151,材料学概论,course-v1:myvtc+30350161X+2015_T2,工程,9,0,0,0
1152,材料与社会,course-v1:SCUT+136308+2016_T1,工程,9,1151,1149,0
1153,财务,course-v1:hebei_Tsinghua+80512073X+2016_T1,经管·会计,20,1161,0,0
1154,财务“搏”学培训课,course-v1:bjzrxrz+bx-07+20161215,经管·会计,20,1161,0,0
1155,财务报表: 为公司把把脉(2017秋),course-v1:DYU+dyuwgzbbm+2017_T2,经管·会计,20,1161,0,0
1156,财务报表分析,course-v1:TsinghuaX+80512073X+2015_T2,经管·会计,20,1161,0,0
1157,财务报表分析[MBA],TsinghuaSEM/80512073/2014-2015学年秋季学期,经管·会计,20,1156,1161,0
1158,财务报表与战略管理,ThtfSEM/THTF_2_02/2015_04,经管·会计,20,1161,0,0
1159,财务打款,course-v1:zhongrongxin+cw004+2016_7,经管·会计,20,1161,0,0
1160,财务分析,course-v1:CDU+cdu0628+2017_T1,经管·会计,20,1156,0,0
1161,财务分析基础,course-v1:TsinghuaX+30600053x+2015_T2,经管·会计,20,0,0,0
1162,财务分析与估值,course-v1:365dx+008+2017_T1,经管·会计,20,0,0,0
1163,财务分析与价值发现,course-v1:ThtfSEM+THTF_3_02+2015_06,经管·会计,20,1162,1156,0
1164,财务分析与决策,course-v1:TsinghuaX+SYFAN001+2015_T2,经管·会计,20,1163,1162,0
1165,财务管理,course-v1:CIE+FM001+2015_T2,经管·会计,20,0,0,0
1166,财务管理学,course-v1:ZK+00067+J,经管·会计,20,1165,0,0
1167,财政政策与税制改革,course-v1:dongguan+zhiye077+20161223,经管·会计,20,0,0,0
1168,灿烂的文化，优秀的艺术——中国工笔人物画赏析与创作,course-v1:TsinghuaX+30803273X+2016_T2,艺术·设计,21,2495,0,0
1169,仓储技术和库存理论,course-v1:ZK+07729+J,工程,9,0,0,0
1170,操作系统,course-v1:bdschool+30240243X+2015_T2,计算机,22,1690,1689,0
1171,测试与检测技术基础,course-v1:dongguan+zhiye030+20161223,工程,9,1633,164,2312
1172,插花艺术基础,course-v1:CPVS+CPVS_CHYS2015+20170221,艺术·设计,21,0,0,0
1173,插花造型,course-v1:TsinghuaX+00670122X_p3+sp,艺术·设计,21,1172,0,0
1174,茶文化,course-v1:tsinghua1+chawenhua1+2015t,其他,1,0,0,0
1175,茶艺,course-v1:NBCCx+NBCC000002+_sp,其他,1,1174,0,0
1176,产品设计与开发,course-v1:CIE+THU00002X+2015_T2,经管·会计,20,0,0,0
1177,产权“搏”学培训课,course-v1:bjzrxrz+bx03+20161202,经管·会计,20,0,0,0
1178,产权业务,course-v1:rongxin+cq01001+201603,经管·会计,20,0,0,0
1179,产业组织理论,course-v1:TsinghauX+00510493X+2017_T1,经管·会计,20,0,0,0
1180,车臣战争简介,course-v1:TsinghuaX+02090091X_p6+sp,历史,5,1785,1962,1179
1181,陈述与沟通(Successful Presentation),course-v1:CQU+CQUEGP20201+2016_T2,哲学,6,0,0,0
1182,陈旭: 在“两学一做”学习教育全校教职工党支部书记动员部署会暨专题培训班上的讲话,course-v1:THU+thudj_2+2016_T2,其他,1,0,0,0
1183,成人礼,course-v1:TsinghuaX+00690212X_p2+sp,文学,14,0,0,0
1184,诚意,course-v1:TsinghuaX+00680142X_p10+sp,哲学,6,0,0,0
1185,城市生态基础,course-v1:CQU+TSJYSTG00016+2017_T1,环境·地球,16,0,0,0
1186,程恩富: 准确理解十八大报告的几个理论问题,course-v1:THU+thudj_6+2016_T2,其他,1,0,0,0
1187,程序设计基础,course-v1:dongguan+zhiye043+20161223,计算机,22,0,0,0
1188,出口业务操作,course-v1:ZFC+B150007+sp,经管·会计,20,0,0,0
1189,初二数学,AXT/CZS1002/201411,数学,13,2405,1196,1199
1190,初二英语,AXT/CZY1002/201411,外语,7,1198,1195,1189
1191,初级财务会计,course-v1:ACCA+FA1_X+2017_T1,经管·会计,20,0,0,0
1192,初级财务及管理会计,course-v1:ACCA+FA1-MA1_X+2016_T2,经管·会计,20,1191,0,0
1193,初级管理会计,course-v1:ACCA+MA1_X+2017_T1,经管·会计,20,1191,2532,1164
1194,初级汉语语法,course-v1:BLCUX+3010504602+sp,文学,14,0,0,0
1195,初三数学,AXT/CZS1003/201411,数学,13,2405,1199,1190
1196,初三英语,AXT/CZY1003/201411,外语,7,1198,1189,1195
1197,初识计算机网络,course-v1:SDUx+131000110_p2+sp,计算机,22,0,0,0
1198,初一数学,AXT/CZS1001/201410,数学,13,2405,1190,1196
1199,初一英语,AXT/CZY1001/201410,外语,7,1189,1195,1198
1200,初中数学,course-v1:UniversityX+CS101+2014_T1,数学,13,0,0,0
1201,楚汉之争,course-v1:TsinghuaX+00612642X_p3+sp,历史,5,0,0,0
1202,传播学原理,course-v1:dongguan+zhiye090+20161223,社科·法律,19,0,0,0
1203,传播与社会,course-v1:CQU+TSJYSSG00034+2017_T1,社科·法律,19,0,0,0
1204,传媒创新与创业,course-v1:CIE+THU00003X+2015_T2,社科·法律,19,0,0,0
1205,传统川菜的烹饪,course-v1:cpvs+cpvs1+2016_t3,其他,1,0,0,0
1206,传统社会的婚姻家庭,course-v1:HUBU+2017031401X+SP,哲学,6,0,0,0
1207,船舶文化,course-v1:zjvtitX+HY001+2017_T1,工程,9,0,0,0
1208,创·课十讲: 下一只独角兽的摇篮课,course-v1:CIE+CIE2016007+2017_T2,创业,2,0,0,0
1209,创办新企业,course-v1:TsinghuaX+nce_60510102X+2017_T1,创业,2,0,0,0
1210,创客培养,course-v1:365dx+035+2017_T1,工程,9,0,0,0
1211,创客培养: 趣味力学实验与制作,course-v1:dongguan+zhongshen024+20161223,工程,9,1210,0,0
1212,创新材料学,course-v1:dongguan+zhiye026+20161223,电子,18,0,0,0
1213,创新创业心理学,course-v1:CLE+CLE2017001+2017_T1,创业,2,0,0,0
1214,创新的积极心理学,course-v1:CIE+CIE2016006+sp,创业,2,1210,0,0
1215,创新方法,course-v1:GIT+git2015-1-2+2015-1-2,创业,2,0,0,0
1216,创新思维,course-v1:CQU+TSJYIPG00001+2017_T1,创业,2,1215,0,0
1217,创新思维与创新实践,course-v1:CQU+TSJYIPG01006+2017_T1,创业,2,1216,0,0
1218,创新思维与管理,course-v1:CIE+THU00021X+2015_T2,创业,2,1217,0,0
1219,创新总论与技术产业化,course-v1:tjzd_CIE+JD2016+2016_T2,创业,2,1218,0,0
1220,创业101: 你的客户是谁？,course-v1:365dx+013+2017_T1,创业,2,0,0,0
1221,创业102: 你能为客户做什么？,course-v1:365dx+040+2017_T1,创业,2,1220,0,0
1222,创业成功第一步: 写好商业计划书,course-v1:CIE+CIE2017004+2017_T2,创业,2,1221,0,0
1223,创业导引——与创业名家面对面,course-v1:dongguan+zhiye074+20161223,创业,2,1222,0,0
1224,创业管理,course-v1:chongqingdaxue+cqu2016001+2016t1,创业,2,2213,1530,1530
1225,创业金融,course-v1:CIE+THU00004X+2015_T2,创业,2,0,0,0
1226,创业领导力,course-v1:CIE+THU00011X+2015_T2,创业,2,0,0,0
1227,创业领导力: 美国宇航局的4D卓越团队明星课,course-v1:CIE+CIE2016005+2017_T1,创业,2,1226,0,0
1228,创业伦理,course-v1:CIE+THU00020X+2015_T2,创业,2,0,0,0
1229,创业企业的人力资源管理,course-v1:CIE+THU00015X+2015_T2,创业,2,1226,0,0
1230,创业企业的税务筹划,course-v1:CIE+THU00005X+2015_T2,创业,2,0,0,0
1231,创业启程,course-v1:365DX+00510888X+2015_T2,创业,2,0,0,0
1232,创业人力资源管理,course-v1:guangxi_CIE+CIE2016001+2016_T2,创业,2,1229,0,0
1233,创业人力资源管理: 如何招聘合适人才,course-v1:CIE+CIE2016001+sp,创业,2,1229,0,0
1234,创业失败: 原因与出路,course-v1:CIE+CIE2016002+2017_T2,创业,2,0,0,0
1235,创业实践案例课程,course-v1:CIE+CIE2017005+2017_T2,创业,2,1231,0,0
1236,创业私董会,course-v1:CIE+CIE2017008+2017_T1,创业,2,1235,0,0
1237,创业通关宝典,course-v1:CPVS+CPVS-CY001+20160901,创业,2,0,0,0
1238,创业投资管理,course-v1:CIE+THU00019X+2015_T2,创业,2,1237,0,0
1239,创业与合同,course-v1:CQU+TSJYSSG00016+2017_T1,创业,2,1238,0,0
1240,创业与企业发展,course-v1:CQU+TSJYSSG00010+2017_T1,创业,2,1239,0,0
1241,创业者心理学: 积极心态的力量,course-v1:CIE+CIE2016003+sp,创业,2,1226,0,0
1242,创造性思维与创新方法,course-v1:liaoningX+LNB20160000001+02,教育,12,1806,0,2574
1243,从企业视角参与创新生态,course-v1:CIE+CXST001+2015_T2,经管·会计,20,362,721,362
1244,打印机、公共盘连接方法,course-v1:zhongrongxin+fw015+2016_7,其他,1,0,0,0
1245,大化32学时004班,course-v1:chem100006+chem100006+2017-02,化学,3,2428,2365,1457
1246,大脑感知与行动,course-v1:guangxi_NTHU+MOOC_02_002+2016_T2,生命科学,17,1899,2374,2373
1247,大脑感知与行动: 系统神经科学,course-v1:NTHU+MOOC_02_002_tv+2015_T1,生命科学,17,2374,1899,2373
1248,大气污染控制工程,course-v1:dongguan+zhiye016+20161223,工程,9,2072,1792,1727
1249,大数据技术与应用,course-v1:TsinghuaX+60250131X+2017_T2,计算机,22,0,0,0
1250,大数据科学与应用系列讲座,course-v1:365dx+021+2017_T1,计算机,22,0,0,0
1251,大数据平台,TSINGHUA/DATA101/2014_T2,计算机,22,0,0,0
1252,大数据平台核心技术,course-v1:365dx+022+2017_T1,计算机,22,267,2105,1648
1253,大数据算法,course-v1:HITx+GO90300700+2016_2017,计算机,22,0,0,0
1254,大数据系统基础,course-v1:dongguan+zhiye053+20161223,计算机,22,0,0,0
1255,大数据系统基础B,TSINGHUA/DATA103/2014_T2,计算机,22,0,0,0
1256,大数据与物联网,TsinghuaX/THUSEM010/_,计算机,22,0,0,0
1257,大唐兴衰,course-v1:dongguan+zhongshen011+20161223,历史,5,0,0,0
1258,大学国文(上),course-v1:CQU+TSJYHG00046+2017_T1,文学,14,0,0,0
1259,大学国文(下),course-v1:CQU+TSJYHG00047+2017_T1,文学,14,1258,0,0
1260,大学国文——北宋至现代文学赏析,course-v1:SEU+00690803+2017-T2,文学,14,0,0,0
1261,大学国文——先秦至唐文学赏析,course-v1:SEU+00690803+2017_T2,文学,14,0,0,0
1262,大学化学,course-v1:cqu_TsinghuaX+AP000000X+2016_T1,化学,3,1457,2428,2365
1263,大学化学Ⅰ,course-v1:chongqing+228001+2016T1,化学,3,2428,2365,1457
1264,大学化学Ⅲ,course-v1:CHEMISTRY+CHEM10006+2015-02,化学,3,1263,0,0
1265,大学计算机,course-v1:NEU+CS102+2015_T1,计算机,22,0,0,0
1266,大学计算机基础,course-v1:GIT+git2015-4+2015-12,计算机,22,1265,0,0
1267,大学计算机基础(理科),course-v1:SCUT+CS101+2016_T2,计算机,22,1266,0,0
1268,大学计算机基础(文科),course-v1:SCUT+CS101+2016_T1,计算机,22,1266,0,0
1269,大学计算机——计算思维的视角,course-v1:365dx+130+2016_T1,计算机,22,1265,0,0
1270,大学计算机教程,CAU/08112500x/2015_T2,计算机,22,1265,0,0
1271,大学历史与文化,course-v1:01030132X+lzufe+2016_T2,历史,5,0,0,0
1272,大学美育,course-v1:SCUT+171334+2016-T2,艺术·设计,21,0,0,0
1273,大学葡萄牙语,course-v1:HUBU+20170227X+2017_T2,外语,7,0,0,0
1274,大学生安全与保护,course-v1:PPSUC+2017052301+2017_T2,教育,12,0,0,0
1275,大学生安全之消防大讲堂,course-v1:HnfireX+FS001+2017_T2,社科·法律,19,0,0,0
1276,大学生生涯规划,course-v1:uoh+88099011+2017_T1,教育,12,0,0,0
1277,大学生心理健康,course-v1:TsinghuaX+2070071X+2017_T2,医学·健康,4,0,0,0
1278,大学生心理健康与成长,course-v1:CQU+TSJYSSG00033+2017_T1,医学·健康,4,1277,0,0
1279,大学生职业生涯规划,course-v1:CQU+TSJYIPG00007+2017_T1,教育,12,0,0,0
1280,大学数学,course-v1:whu+cs01+2015,数学,13,0,0,0
1281,大学物理,course-v1:cqu+wuli+201410,物理,15,0,0,0
1282,大学物理1 (力学、热学),course-v1:BIT+10430484_2015X+2015_T2,物理,15,1281,0,0
1283,大学物理2,course-v1:TsinghuaX+10430494X+2015-T2,物理,15,1281,1282,0
1284,大学物理2 (电磁学、光学和量子物理),course-v1:BIT+10430494_2015X+2015_T2,物理,15,1281,1282,1283
1285,大学物理——电磁学,BIT/PHY1701702/2015_T1,物理,15,1408,1200,2312
1286,大学物理-电磁学和光学,course-v1:guangxi_SDUx+sd010201402+2016_T2,物理,15,1284,1285,0
1287,大学物理——近代物理,BIT/PHY1701701/2015_T1,物理,15,1408,1200,1198
1288,大学物理-力学,course-v1:TsinghuaX+AP000002X+2016_T0,物理,15,1463,2205,0
1289,大学物理——力学和热学,course-v1:BIT+PHY1701601+2015_T2,物理,15,2495,1144,1582
1290,大学物理实验,course-v1:shandongjiaotonguniversity+wlsy01+2016_T2,物理,15,1408,2312,1414
1291,大学物理-相对论和量子物理,course-v1:dongguan+zhongshen020+20161223,物理,15,1290,0,0
1292,大学物理一,NJU/10430484_2015X/2015_T1,物理,15,1281,1408,0
1293,大学物理——振动、波动与光学,course-v1:BIT+PHY17016+2015_T2,物理,15,1408,1200,1198
1294,大学英语一,course-v1:cejlu+410012+2015_T2,外语,7,2413,2434,2416
1295,大学应该怎么学？,course-v1:TsinghuaX+01030132X_p1+sp,教育,12,0,0,0
1296,大众文化导读,course-v1:CQU+TSJYHG00039+2017_T1,文学,14,0,0,0
1297,担保法之担保、抵押,course-v1:zhongrongxin+fx004+2016_7,社科·法律,19,0,0,0
1298,单片机原理及应用,course-v1:sdjtu+201601+2016_T2,电子,18,0,0,0
1299,当代文学鉴赏,course-v1:blcu+blcu001+2016T1,文学,14,0,0,0
1300,当代中国政治制度,course-v1:ZK+00315+J,历史,5,0,0,0
1301,党的知识概论,course-v1:TsinghuaX+02070012x+2016-T2,哲学,6,0,0,0
1302,党支部书记培训课程,course-v1:qpzd+sjpx+2016_T1,其他,1,0,0,0
1303,导弹总体设计导论,course-v1:NUDT+082501502+_,工程,9,1144,1582,1826
1304,道家的智慧,course-v1:XJTUMOOC+CORE1504+2016_T2,哲学,6,0,0,0
1305,道路施工技术,course-v1:ShandongjiaotongUniversity+070312E+2017,工程,9,1474,2149,1476
1306,德语制造与创新,course-v1:CQU+TSJYHG00062+2017_T1,外语,7,0,0,0
1307,抵押时效查询,course-v1:zhongrongxin+fw006+2016_7,经管·会计,20,0,0,0
1308,地基与基础,course-v1:SDJTU+070203A+2017_T1,环境·地球,16,2463,1402,1566
1309,地下水文学,course-v1:dongguan+zhiye014+20161223,环境·地球,16,483,483,483
1310,地学景观——探秘﹒审美﹒文化,course-v1:CQU+CQUMOOCSTG00012+2017_T1,环境·地球,16,1144,2495,1582
1311,地学景观文化,course-v1:CQU+TSJYSTG00012+2017_T1,环境·地球,16,0,0,0
1312,地质学与工程地质,course-v1:dongguan+zhiye015+20161223,工程,9,0,0,0
1313,弟子规,course-v1:TsinghuaX+00690212X-2_p1+sp,历史,5,0,0,0
1314,第十一章 电磁感应 电磁场,course-v1:fxzxwuli+physics_11+2016_T2,电子,18,0,0,0
1315,电场、电路及实验,course-v1:dongguan+gaozhong39+20161223,电子,18,0,0,0
1316,电磁学实验和应用,course-v1:dongguan+gaozhong38+20161223,电子,18,0,0,0
1317,电工电子学(下),course-v1:CQUMOOC+0005-ElectricalandElectronical-II+2017_T1,电子,18,1280,1290,1282
1318,电工电子学I-1,course-v1:CQUSPOC+EE20320001+2017_T2,电子,18,1354,1664,1660
1319,电工技术,course-v1:dongguan+zhiye035+20161223,工程,9,1775,1660,1316
1320,电工学,course-v1:NEU+1305000901+2015_T1,工程,9,0,0,0
1321,电化学测量,course-v1:ysu+11111+2017-0301,工程,9,0,0,0
1322,电路测试课程,course-v1:testvpc+RR001+2018_p1,电子,18,2231,1132,1447
1323,电路分析,NJU/ELEC003/2014_T2,电子,18,2312,2312,1489
1324,电路分析基础,course-v1:PEC+20220214X_6+2015_T2,电子,18,2231,1132,1323
1325,电路理论(上),course-v1:PEC+20220214_4X+2016_T1,电子,18,2231,1132,1324
1326,电路理论(下),PEC/20220214_4X/2015_T1,电子,18,2231,1132,1325
1327,电路与电子学,course-v1:hnit_MITx+6_002x+2016_T2,电子,18,0,0,0
1328,电路与电子学1Circuits and Electronics 1: Basic Circuit Analysis,course-v1:MITX+MITx6_002x+2016_T1,电子,18,0,0,0
1329,电路与电子学2Circuits and Electronics 1: Basic Circuit Analysis,course-v1:MITX+MITx6_002x2+2016_T1,电子,18,1328,0,0
1330,电路与电子学3Circuits and Electronics 3: Applications,course-v1:MITX+MITx6_002x3+2016_T1,电子,18,1329,0,0
1331,电路与模拟电子技术,course-v1:DGUT+CS001+2016_T1,电子,18,0,0,0
1332,电路原理,ChengDuU/03110113/2015_T1,工程,9,1280,1290,1282
1333,电路原理(二),TsinghuaX/20220332_2X/_,工程,9,1332,1334,0
1334,电路原理(一),course-v1:TsinghuaX+20220332_1X+2015_T2,工程,9,1332,0,0
1335,电商创业训练,course-v1:GIT+git2015-1-1+2015-1-1,经管·会计,20,0,0,0
1336,电算化会计信息系统,course-v1:CQU+CQUMOOCMGMT30409001+2017-T1,经管·会计,20,1266,1654,1689
1337,电影鉴赏,course-v1:Movie+DY001+2017_T2,艺术·设计,21,0,0,0
1338,电影美学,course-v1:CQU+TSJYHG00010+2017_T1,艺术·设计,21,1337,0,0
1339,电影声音艺术与技术,course-v1:CQU+TSJYIPG00012+2017_T1,艺术·设计,21,1338,0,0
1340,电影语言与短片创作,course-v1:CQU+TSJYHG00065+2017_T1,艺术·设计,21,1339,0,0
1341,电子电路EDA技术,course-v1:ZK+06169+J,电子,18,0,0,0
1342,电子电路调试与应用,HVMOOC/DZ101/2014_T1,电子,18,1331,2454,1361
1343,电子商务,course-v1:ChongqingUX+MGMT31701X+sp,经管·会计,20,1344,0,0
1344,电子商务概论,course-v1:IS+EC+2015-T1,经管·会计,20,0,0,0
1345,电子信息科学与技术导引,course-v1:ieuX+MOOC006+2015_T2,电子,18,1346,0,0
1346,电子信息科学与技术导引(1) ,course-v1:TsinghuaX+30230931X+2014_T2,电子,18,0,0,0
1347,电子游戏与社会,NCTU/DCT3082/2014_T2,社科·法律,19,0,0,0
1348,定金与订金,course-v1:zhongrongxin+fx015+2016_7,经管·会计,20,0,0,0
1349,动画运动规律,course-v1:Collegeofart+ZB4017+2016-T1,艺术·设计,21,1144,1806,2462
1350,动力学,course-v1:MITx+2_03x+2016_T2,工程,9,1775,1288,1568
1351,动作分析—了解身体，了解自己,course-v1:TNUA+AO35003+_,医学·健康,4,0,0,0
1352,洞悉支柱产业系列课程-中国房地产业,course-v1:TsinghuaX+80515522X_2016_T2+2016_T2,经管·会计,20,0,0,0
1353,断刀,course-v1:qpzd+dd+2016_T2,其他,1,0,0,0
1354,对计算机科学的介绍,course-v1:1111+111+111,计算机,22,0,0,0
1355,对外汉语,course-v1:TsinghuaX+TsinghuaMandarin01+2017_T2,外语,7,0,0,0
1356,多媒体技术,course-v1:WHU+0800773+_,计算机,22,0,0,0
1357,多媒体技术及应用,course-v1:SHZU+P208320+2017_T1,计算机,22,1356,0,0
1358,俄罗斯历史与文化,course-v1:CQU+TSJYHG00063+2017_T1,历史,5,0,0,0
1359,儿科护理学,course-v1:JLU+290306+151621,医学·健康,4,1638,1494,1644
1360,发动机原理,course-v1:sjtuxy+040301+2017-T3,工程,9,0,0,0
1361,发动机组件的拆装与检测,course-v1:CPVS+CPVS_FDJZJ001+2017_T2,工程,9,1360,0,0
1362,法理学,ChengDuU/09420020/2014_T2,社科·法律,19,0,0,0
1363,法律基础,course-v1:faxueyuan+001+2016,社科·法律,19,0,0,0
1364,法律与社会,course-v1:CQU+TSJYSSG00015+2017_T1,社科·法律,19,1363,1362,0
1365,法律与文学,course-v1:CQU+TSJYSSG00038+2017_T1,社科·法律,19,1363,1362,0
1366,法律诊所实践,course-v1:SWUST+122015011+2015,社科·法律,19,1363,1362,0
1367,法律知识及公证“搏”学培训课,course-v1:bjzrxrz+bx-06+20161213,社科·法律,19,1363,1362,1366
1368,法学高级入门,course-v1:swust_TsinghuaX+70660542X+2016_T1,社科·法律,19,1363,1362,1366
1369,翻转课堂教学法培训,course-v1:CQU+CQU002+2016_T1,教育,12,0,0,0
1370,翻转课堂教学法－实操培训,course-v1:CQU+CQU001+2016_T2,教育,12,1369,0,0
1371,方程式沟通,course-v1:CQU+TSJYIPG00011+2017_T1,教育,12,0,0,0
1372,房屋建筑工程概论,course-v1:ZK+08984+J,工程,9,0,0,0
1373,房屋建筑学,course-v1:chongqinguniversity+FWJZX+fall,建筑,10,1372,0,0
1374,非交易项下个人借款,course-v1:zhongrongxin+fk005+2016_7,经管·会计,20,0,0,0
1375,非链家过户后尾款,course-v1:zhongrongxin+fk003+2016_7,经管·会计,20,0,0,0
1376,非政府组织管理,course-v1:ZK+05723+J,经管·会计,20,0,0,0
1377,费用报销系统借款申请单的提交,course-v1:zhongrongxin+cw003+2016_7,教育,12,0,0,0
1378,分布式操作系统,course-v1:NEU+CS201+2016_T2,计算机,22,1646,0,0
1379,分布式存储与资源管理,course-v1:TsinghuaX+60240202X_p1+sp,计算机,22,267,2105,1648
1380,分布式计算与数据管理,course-v1:TsinghuaX+60240202X_p2+sp,计算机,22,267,2105,1648
1381,分公司与子公司,course-v1:zhongrongxin+fx018+2016_7,经管·会计,20,0,0,0
1382,分析化学,course-v1:HongHeUniversity+15025100+2020_T1,化学,3,2428,2365,1457
1383,分子生物学,course-v1:XJTU+BIOL3028+2016_T1,生命科学,17,1382,2428,1457
1384,分子生物学——原理与技术,course-v1:XJTU+BIOL3028+2014_T2,生命科学,17,1383,2428,1457
1385,风控打款常见问题,course-v1:zhongrongxin+fk004+2016_7,经管·会计,20,1386,1387,0
